iata,name,city
BUB,Cram Field,Burwell
BUF,Buffalo Niagara International Airport,Buffalo
BUM,Butler Memorial Airport,Butler
BUR,Bob Hope Airport,Burbank
BFP,Beaver County Airport,Beaver Falls
BVO,Bartlesville Municipal Airport,Bartlesville
MVW,Skagit Regional Airport,Burlington/Mount Vernon
BLD,Boulder City Municipal Airport,Boulder City
BVX,Batesville Regional Airport,Batesville
BVY,Beverly Regional Airport,Beverly
BWC,Brawley Municipal Airport,Brawley
BWD,Brownwood Regional Airport,Brownwood
BWG,Bowling Green-Warren County Regional Airport,Bowling Green
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore
WAH,Harry Stern Airport,Wahpeton
BXA,George R Carr Memorial Air Field,Bogalusa
BXK,Buckeye Municipal Airport,Buckeye
NHZ,Brunswick Executive Airport,Brunswick
BYA,Boundary Airport,Boundary
BYG,Johnson County Airport,Buffalo
BYH,Arkansas International Airport,Blytheville
BYI,Burley Municipal Airport,Burley
BYS,Bicycle Lake Army Air Field,Fort Irwin/Barstow
BBC,Bay City Regional Airport,Bay City
BZN,Bozeman Yellowstone International Airport,Bozeman
XES,Grand Geneva Resort Airport,Lake Geneva
CLG,New Coalinga Municipal Airport,Coalinga
CAD,Wexford County Airport,Cadillac
CAE,Columbia Metro Airport,Columbia
CIG,Craig-Moffat Airport,Craig
CAK,Akron-Canton Regional Airport,Akron
CAO,Clayton Municipal Airpark,Clayton
CAR,Caribou Municipal Airport,Caribou
CBE,Greater Cumberland Regional Airport,Cumberland
CBF,Council Bluffs Municipal Airport,Council Bluffs
CBK,Shalz Field,Colby
CBM,Columbus Afb Airport,Columbus
CCB,Cable Airport,Upland
CCR,Buchanan Field,Concord
CCY,Northeast Iowa Regional Airport,Charles City
LLX,Caledonia County Airport,Lyndonville
CDC,Cedar City Regional Airport,Cedar City
CDH,Harrell Field,Camden
CDK,George T Lewis Airport,Cedar Key
CDN,Woodward Field,Camden
CDR,Chadron Municipal Airport,Chadron
CDS,Childress Municipal Airport,Childress
CDW,Essex County Airport,Caldwell
CEA,Cessna Acft Field,Wichita
CEC,Jack Mc Namara Field,Crescent City
CEF,Westover Arb/Metro Airport,Springfield/Chicopee
CEU,Oconee County Regional Airport,Clemson
CEV,Mettel Field,Connersville
CEW,Bob Sikes Airport,Crestview
CEY,Kyle-Oakley Field,Murray
CEZ,Cortez Municipal Airport,Cortez
CFD,Coulter Field,Bryan
TZC,Tuscola Area Airport,Caro
CFT,Greenlee County Airport,Clifton/Morenci
CFV,Coffeyville Municipal Airport,Coffeyville
CGA,Craig Seaplane Base,Craig
CGE,Cambridge-Dorchester Regional Airport,Cambridge
CGF,Cuyahoga County Airport,Cleveland
CGI,Cape Girardeau Regional Airport,Cape Girardeau
CGS,College Park Airport,College Park
CGZ,Casa Grande Municipal Airport,Casa Grande
CHA,Lovell Field,Chattanooga
CHK,Chickasha Municipal Airport,Chickasha
CHO,Charlottesville-Albemarle Airport,Charlottesville
CHP,Circle Hot Springs Airport,Circle Hot Springs
CHS,Charleston Afb/International Airport,Charleston
CIC,Chico Regional Airport,Chico
CID,The Eastern Iowa Airport,Cedar Rapids
CIN,Arthur N Neu Airport,Carroll
CIR,Cairo Regional Airport,Cairo
CIU,Chippewa County International Airport,Sault Ste Marie
CKA,Kegelman Af Aux Field,Cherokee
CKB,North Central West Virginia Airport,Clarksburg
GRM,Grand Marais/Cook County Airport,Grand Marais
CKM,Fletcher Field,Clarksdale
CKN,Crookston Municipal/Kirkwood Field,Crookston
CKU,Cordova Municipal Airport,Cordova
CKV,Outlaw Field,Clarksville
CKX,Chicken Airport,Chicken
CLE,Cleveland-Hopkins International Airport,Cleveland
CLI,Clintonville Municipal Airport,Clintonville
CLK,Clinton Regional Airport,Clinton
CLL,Easterwood Field,College Station
CLM,William R Fairchild International Airport,Port Angeles
CLR,Cliff Hatfield Memorial Airport,Calipatria
CLS,Chehalis-Centralia Airport,Chehalis
CLT,Charlotte/Douglas International Airport,Charlotte
CLW,Clearwater Air Park,Clearwater
CMH,John Glenn Columbus International Airport,Columbus
CMI,University Of Illinois/Willard Airport,Champaign/Urbana
CMX,Houghton County Memorial Airport,Hancock
CMY,Sparta/Fort Mc Coy Airport,Sparta
CNH,Claremont Municipal Airport,Claremont
CNK,Blosser Municipal Airport,Concordia
CNM,Cavern City Air Trml Airport,Carlsbad
CNO,Chino Airport,Chino
CNU,Chanute Martin Johnson Airport,Chanute
CNW,Tstc Waco Airport,Waco
CNY,Canyonlands Regional Airport,Moab
COD,Yellowstone Regional Airport,Cody
COE,Coeur D'Alene/Pappy Boyington Field,Coeur D'Alene
COF,Patrick Space Force Base Airport,Cocoa Beach
COI,Merritt Island Airport,Merritt Island
COM,Coleman Municipal Airport,Coleman
CON,Concord Municipal Airport,Concord
COS,City Of Colorado Springs Municipal Airport,Colorado Springs
COT,Cotulla-La Salle County Airport,Cotulla
COU,Columbia Regional Airport,Columbia
CPM,Compton/Woodley Airport,Compton
CPR,Casper/Natrona County International Airport,Casper
CPS,St Louis Downtown Airport,Cahokia/St Louis
HCW,Cheraw Municipal/Lynch Bellinger Field,Cheraw
CRE,Grand Strand Airport,North Myrtle Beach
CRG,Jacksonville Executive At Craig Airport,Jacksonville
CRP,Corpus Christi International Airport,Corpus Christi
CLD,Mc Clellan-Palomar Airport,Carlsbad
CRS,C David Campbell Field-Corsicana Municipal Airport,Corsicana
CRT,Z M Jack Stell Field,Crossett
CRW,West Virginia International Yeager Airport,Charleston
CRX,Roscoe Turner Airport,Corinth
CSG,Columbus Airport,Columbus
CSM,Clinton/Sherman Airport,Burns Flat
CSQ,Creston Municipal Airport,Creston
CSV,Crossville Memorial-Whitson Field,Crossville
CTB,Cut Bank International Airport,Cut Bank
CTK,Ingersoll Airport,Canton
CTY,Cross City Airport,Cross City
CTZ,Clinton-Sampson County Airport,Clinton
CUB,Jim Hamilton L B Owens Airport,Columbia
CUH,Cushing Municipal Airport,Cushing
CVG,Cincinnati/Northern Kentucky International Airport,Covington
HLI,Hollister Municipal Airport,Hollister
CKK,Sharp County Regional Airport,Ash Flat
CVN,Clovis Regional Airport,Clovis
CVO,Corvallis Municipal Airport,Corvallis
CVS,Cannon Afb Airport,Clovis
CWA,Central Wisconsin Airport,Mosinee
KIP,Kickapoo Downtown Airport,Wichita Falls
CWF,Chennault International Airport,Lake Charles
CWI,Clinton Municipal Airport,Clinton
CXC,Chitina Airport,Chitina
CXL,Calexico International Airport,Calexico
CXO,Conroe/North Houston Regional Airport,Houston
CSN,Carson City Airport,Carson City
HAR,Capital City Airport,Harrisburg
CYS,Cheyenne Regional/Jerry Olson Field,Cheyenne
CZK,Cascade Locks State Airport,Cascade Locks
CZN,Chisana Airport,Chisana
CZO,Chistochina Airport,Chistochina
CZT,Dimmit County Airport,Carrizo Springs
VEX,Tioga Municipal Airport,Tioga
DJN,Delta Junction Airport,Delta Junction
DAA,Davison Army Air Field,Fort Belvoir
DAB,Daytona Beach International Airport,Daytona Beach
DAG,Barstow-Daggett Airport,Daggett
DAL,Dallas Love Field,Dallas
DAN,Danville Regional Airport,Danville
DAY,James M Cox Dayton International Airport,Dayton
DBN,W H 'Bud' Barron Airport,Dublin
DBQ,Dubuque Regional Airport,Dubuque
DCA,Ronald Reagan Washington Ntl Airport,Washington
DCU,Pryor Field Regional Airport,Decatur
DDC,Dodge City Regional Airport,Dodge City
DEC,Decatur Airport,Decatur
DEH,Decorah Municipal Airport,Decorah
DEN,Denver International Airport,Denver
DET,Coleman A Young Municipal Airport,Detroit
DFI,Defiance Memorial Airport,Defiance
DFW,Dallas-Fort Worth International Airport,Dallas-Fort Worth
DGL,Douglas Municipal Airport,Douglas
DGW,Converse County Airport,Douglas
DHN,Dothan Regional Airport,Dothan
DHT,Dalhart Municipal Airport,Dalhart
DIK,Dickinson/Theodore Roosevelt Regional Airport,Dickinson
DKK,Chautauqua County/Dunkirk Airport,Dunkirk
DLL,Dillon County Airport,Dillon
DLF,Laughlin Afb Airport,Del Rio
DLH,Duluth International Airport,Duluth
DLN,Dillon Airport,Dillon
DLS,Columbia Gorge Regional/The Dalles Municipal Airport,The Dalles
DMA,Davis Monthan Afb Airport,Tucson
DMN,Deming Municipal Airport,Deming
DMO,Sedalia Regional Airport,Sedalia
DNL,Daniel Field,Augusta
DNN,Dalton Municipal Airport,Dalton
DNS,Denison Municipal Airport,Denison
DNV,Vermilion Regional Airport,Danville
DOV,Dover Afb Airport,Dover
DPA,Dupage Airport,Chicago/West Chicago
DPG,Michael Army Air Field (Dugway Proving Ground) Airport,Dugway Proving Ground
DRI,Beauregard Regional Airport,De Ridder
DRE,Drummond Island Airport,Drummond Island
DRO,Durango-La Plata County Airport,Durango
DRT,Del Rio International Airport,Del Rio
DSM,Des Moines International Airport,Des Moines
DSV,Dansville Municipal Airport,Dansville
DTA,Delta Municipal Airport,Delta
DTL,Detroit Lakes/Wething Field,Detroit Lakes
DTN,Shreveport Downtown Airport,Shreveport
DSI,Destin Executive Airport,Destin
DTW,Detroit Metro Wayne County Airport,Detroit
DUA,Durant Regional/Eaker Field,Durant
DUC,Halliburton Field,Duncan
DUG,Bisbee Douglas International Airport,Douglas Bisbee
DUJ,Dubois Regional Airport,Dubois
DVL,Devils Lake Regional Airport,Devils Lake
DVN,Davenport Municipal Airport,Davenport
NOT,Gnoss Field,Novato
NSL,Slayton Municipal Airport,Slayton
DVT,Phoenix Deer Valley Airport,Phoenix
DWH,David Wayne Hooks Memorial Airport,Houston
DXR,Danbury Municipal Airport,Danbury
DYL,Doylestown Airport,Doylestown
DYS,Dyess Afb Airport,Abilene
MIF,Roy Hurd Memorial Airport,Monahans
CCG,Crane County Airport,Crane
ESO,Ohkay Owingeh Airport,Espanola
WTR,Whiteriver Airport,Whiteriver
ALE,Alpine-Casparis Municipal Airport,Alpine
BGT,Bagdad Airport,Bagdad
EAN,Phifer Airfield,Wheatland
EAR,Kearney Regional Airport,Kearney
EAT,Pangborn Memorial Airport,Wenatchee
EAU,Chippewa Valley Regional Airport,Eau Claire
EBS,Webster City Municipal Airport,Webster City
ECG,Elizabeth City Cg Air Station/Regional Airport,Elizabeth City
ECP,Northwest Florida Beaches International Airport,Panama City
ECS,Mondell Field,Newcastle
EDC,Austin Executive Airport,Austin
EDE,Northeastern Regional Airport,Edenton
ETS,Enterprise Municipal Airport,Enterprise
EDW,Edwards Afb Airport,Edwards
EED,Needles Airport,Needles
EEN,Dillant/Hopkins Airport,Keene
EFD,Ellington Airport,Houston
EFK,Northeast Kingdom International Airport,Newport
EFW,Jefferson Municipal Airport,Jefferson
EGE,Eagle County Regional Airport,Eagle
EGI,"Duke Field,(Eglin Af Aux Nr 3) Airport",Crestview
EGV,Eagle River Union Airport,Eagle River
EKA,Murray Field,Eureka
EKI,Elkhart Municipal Airport,Elkhart
EKN,Elkins/Randolph County (Jennings Randolph Field) Airport,Elkins
EKO,Elko Regional Airport,Elko
EKX,Addington Field,Elizabethtown
ELA,Eagle Lake Airport,Eagle Lake
ELD,South Arkansas Regional At Goodwin Field,El Dorado
ELK,Elk City Regional Business Airport,Elk City
ELM,Elmira/Corning Regional Airport,Elmira/Corning
ELN,Bowers Field,Ellensburg
LYU,Ely Municipal Airport,Ely
ELP,El Paso International Airport,El Paso
ELY,Ely/Yelland Field,Ely
ELZ,Wellsville Municipal/Tarantine Field,Wellsville
EMM,Kemmerer Municipal Airport,Kemmerer
EMP,Emporia Municipal Airport,Emporia
EMT,San Gabriel Valley Airport,El Monte
END,Vance Afb Airport,Enid
ENL,Centralia Municipal Airport,Centralia
ENV,Wendover Airport,Wendover
ENW,Kenosha Regional Airport,Kenosha
EOK,Keokuk Municipal Airport,Keokuk
EOS,Neosho Hugh Robinson Airport,Neosho
EPH,Ephrata Municipal Airport,Ephrata
EDK,El Dorado/Capt Jack Thomas Memorial Airport,El Dorado
ERI,Erie International/Tom Ridge Field,Erie
ERR,Errol Airport,Errol
ERV,Kerrville Municipal/Louis Schreiner Field,Kerrville
ESC,Delta County Airport,Escanaba
ESF,Esler Regional Airport,Alexandria
ESN,Easton/Newnam Field,Easton
EST,Estherville Municipal Airport,Estherville
ESW,Easton State Airport,Easton
ETB,West Bend Municipal Airport,West Bend
ETN,Eastland Municipal Airport,Eastland
EUF,Weedon Field,Eufaula
EUG,Mahlon Sweet Field,Eugene
EVM,Eveleth/Virginia Municipal Airport,Eveleth
EVV,Evansville Regional Airport,Evansville
EVW,Evanston-Uinta County Burns Field,Evanston
EWB,New Bedford Regional Airport,New Bedford
EWK,Newton-City-County Airport,Newton
EWN,Coastal Carolina Regional Airport,New Bern
EWR,Newark Liberty International Airport,Newark
EYW,Key West International Airport,Key West
WIB,Wilbarger County Airport,Vernon
RGR,Ranger Municipal Airport,Ranger
RBK,French Valley Airport,Murrieta/Temecula
FAF,Felker Army Air Field,Fort Eustis
FAM,Farmington Regional Airport,Farmington
FAR,Hector International Airport,Fargo
FAT,Fresno Yosemite International Airport,Fresno
FAY,Fayetteville Regional/Grannis Field,Fayetteville
FBG,Simmons Army Air Field,Fort Liberty
FBL,Faribault Municipal-Liz Wall Strohfus Field,Faribault
FBR,Fort Bridger Airport,Fort Bridger
FBY,Fairbury Municipal Airport,Fairbury
FCH,Fresno Chandler Executive Airport,Fresno
FCM,Flying Cloud Airport,Minneapolis
FCS,Butts Army Air Field (Fort Carson) Airport,Fort Carson
FCY,Hutfly Airport,Forrest City
FDK,Frederick Municipal Airport,Frederick
FDR,Frederick Regional Airport,Frederick
FDY,Findlay Airport,Findlay
FEP,Albertus Airport,Freeport
FET,Fremont Municipal Airport,Fremont
FFA,First Flight Airport,Kill Devil Hills
FFL,Fairfield Municipal Airport,Fairfield
FFM,Fergus Falls Municipal/Einar Mickelson Field,Fergus Falls
FFO,Wright-Patterson Afb Airport,Dayton
FFT,Capital City Airport,Frankfort
MSC,Falcon Field,Mesa
FRD,Friday Harbor Airport,Friday Harbor
FHU,Sierra Vista Municipal-Libby Army Air Field,Fort Huachuca Sierra Vista
FKL,Venango Regional Airport,Franklin
FKN,Franklin Regional Airport,Franklin
FLD,Fond Du Lac County Airport,Fond Du Lac
FLG,Flagstaff Pulliam Airport,Flagstaff
FLL,Fort Lauderdale/Hollywood International Airport,Fort Lauderdale
FLO,Florence Regional Airport,Florence
FLP,Marion County Regional Airport,Flippin
FLT,Flat Airport,Flat
FLV,Sherman Army Air Field,Fort Leavenworth
FLX,Fallon Municipal Airport,Fallon
FME,Tipton Airport,Fort Meade (Odenton)
FMH,Cape Cod Coast Guard Air Station,Falmouth
FMN,Four Corners Regional Airport,Farmington
FMY,Page Field,Fort Myers
FNL,Northern Colorado Regional Airport,Fort Collins/Loveland
FNT,Bishop International Airport,Flint
FOD,Fort Dodge Regional Airport,Fort Dodge
FOE,Topeka Regional Airport,Topeka
FOK,Francis S Gabreski Airport,Westhampton Beach
FIL,Fillmore Municipal Airport,Fillmore
FPR,Treasure Coast International Airport,Fort Pierce
FPY,Perry-Foley Airport,Perry
FRG,Republic Airport,Farmingdale
FRH,French Lick Municipal Airport,French Lick
FRI,Marshall Army Air Field,Fort Riley (Junction City)
FRM,Fairmont Municipal Airport,Fairmont
FRR,Front Royal-Warren County Airport,Front Royal
FSD,Joe Foss Field,Sioux Falls
FSI,Henry Post Army Air Field (Fort Sill) Airport,Fort Sill
FSK,Fort Scott Municipal Airport,Fort Scott
FSM,Fort Smith Regional Airport,Fort Smith
FST,Fort Stockton-Pecos County Airport,Fort Stockton
FSU,Fort Sumner Municipal Airport,Fort Sumner
FMS,Fort Madison Municipal Airport,Fort Madison
FTK,Godman Army Air Field,Fort Knox
FTW,Fort Worth Meacham International Airport,Fort Worth
FTY,Fulton County Executive/Charlie Brown Field,Atlanta
FUL,Fullerton Municipal Airport,Fullerton
WFK,Northern Aroostook Regional Airport,Frenchville
FWA,Fort Wayne International Airport,Fort Wayne
FXE,Fort Lauderdale Executive Airport,Fort Lauderdale
FXY,Forest City Municipal Airport,Forest City
FYM,Fayetteville Municipal Airport,Fayetteville
FYV,Drake Field,Fayetteville
GAB,Gabbs Airport,Gabbs
GAD,Northeast Alabama Regional Airport,Gadsden
GAG,Gage Airport,Gage
GAI,Montgomery County Airpark,Gaithersburg
GBD,Great Bend Municipal Airport,Great Bend
GBG,Galesburg Municipal Airport,Galesburg
GBR,Walter J Koladza Airport,Great Barrington
GCC,Northeast Wyoming Regional Airport,Gillette
JDA,Grant County Regional/Ogilvie Field,John Day
GCK,Garden City Regional Airport,Garden City
GCN,Grand Canyon Ntl Park Airport,Grand Canyon
GCY,Greeneville Municipal Airport,Greeneville
GDM,Gardner Municipal Airport,Gardner
GDV,Dawson Community Airport,Glendive
GDW,Gladwin Zettel Memorial Airport,Gladwin
GED,Delaware Coastal Airport,Georgetown
GEG,Spokane International Airport,Spokane
GEY,South Big Horn County Airport,Greybull
GFD,Pope Field,Greenfield
GFK,Grand Forks International Airport,Grand Forks
GFL,Floyd Bennett Memorial Airport,Glens Falls
GGE,Georgetown County Airport,Georgetown
GGG,East Texas Regional Airport,Longview
GGW,Wokal Field/Glasgow-Valley County Airport,Glasgow
GHM,Centerville Municipal Airport,Centerville
IDH,Idaho County Airport,Grangeville
GIF,Winter Haven Regional Airport,Winter Haven
GJT,Grand Junction Regional Airport,Grand Junction
MEJ,Port Meadville Airport,Meadville
GKT,Gatlinburg-Pigeon Forge Airport,Sevierville
GLD,Renner Field/Goodland Municipal Airport,Goodland
GLE,Gainesville Municipal Airport,Gainesville
GLH,Greenville Mid-Delta Airport,Greenville
GLR,Gaylord Regional Airport,Gaylord
GLS,Scholes International At Galveston Airport,Galveston
GLW,Glasgow Municipal Airport,Glasgow
GMU,Greenville Downtown Airport,Greenville
GNG,Gooding Municipal Airport,Gooding
GNT,Grants-Milan Municipal Airport,Grants
GNU,Goodnews Airport,Goodnews
GNV,Gainesville Regional Airport,Gainesville
GOK,Guthrie/Edmond Regional Airport,Guthrie
GON,Groton-New London Airport,Groton (New London)
FCA,Glacier Park International Airport,Kalispell
GPT,Gulfport-Biloxi International Airport,Gulfport
GPZ,Grand Rapids/Itasca County-Gordon Newstrom Field,Grand Rapids
GQQ,Galion Municipal Airport,Galion
GRB,Green Bay/Austin Straubel International Airport,Green Bay
GRD,Greenwood County Airport,Greenwood
GRE,Greenville Airport,Greenville
GRF,Gray Army Air Field (Joint Base Lewis-Mcchord) Airport,Fort Lewis/Tacoma
GRI,Central Nebraska Regional Airport,Grand Island
GRK,Robert Gray Army Air Field,Fort Cavazos (Killeen)
GRN,Gordon Municipal Airport,Gordon
GRR,Gerald R Ford International Airport,Grand Rapids
GSB,Seymour Johnson Afb Airport,Goldsboro
GSH,Goshen Municipal Airport,Goshen
GSO,Piedmont Triad International Airport,Greensboro
GSP,Greenville Spartanburg International Airport,Greer
GTF,Great Falls International Airport,Great Falls
GTG,Grantsburg Municipal Airport,Grantsburg
GTR,Golden Triangle Regional Airport,Columbus/W Point/Starkville
GUC,Gunnison-Crested Butte Regional Airport,Gunnison
GUP,Gallup Municipal Airport,Gallup
GUS,Grissom Arb Airport,Peru
GUY,Guymon Municipal Airport,Guymon
GVE,Gordonsville Municipal Airport,Gordonsville
GVL,Lee Gilmer Memorial Airport,Gainesville
GVT,Majors Airport,Greenville
GWO,Greenwood-Leflore Airport,Greenwood
GWS,Glenwood Springs Municipal Airport,Glenwood Springs
GXY,Greeley-Weld County Airport,Greeley
GDC,Donaldson Field,Greenville
PNX,North Texas Regional/Perrin Field,Sherman/Denison
GYR,Phoenix Goodyear Airport,Goodyear
GYY,Gary/Chicago International Airport,Gary
HAB,Marion County-Rankin Fite Airport,Hamilton
HAF,Half Moon Bay Airport,Half Moon Bay
HAI,Three Rivers Municipal/Dr Haines Airport,Three Rivers
HAO,Butler County Regional/Hogan Field,Hamilton
HBG,Hattiesburg Bobby L Chain Municipal Airport,Hattiesburg
HBR,Hobart Regional Airport,Hobart
HDE,Brewster Field,Holdrege
HDN,Yampa Valley Airport,Hayden
HEE,Thompson-Robbins Airport,Helena/West Helena
MNZ,Manassas Regional/Harry P Davis Field,Washington
HEZ,Hardy-Anders Field/Natchez-Adams County Airport,Natchez
HFD,Hartford-Brainard Airport,Hartford
HFF,Mackall Army Air Field,Camp Mackall
HGR,Hagerstown Regional/Richard A Henson Field,Hagerstown
HHR,Jack Northrop Field/Hawthorne Municipal Airport,Hawthorne
HUJ,Stan Stamper Municipal Airport,Hugo
HIB,Range Regional Airport,Hibbing
HIE,Mount Washington Regional Airport,Whitefield
HIF,Hill Afb Airport,Ogden
HII,Lake Havasu City Airport,Lake Havasu City
HIO,Portland-Hillsboro Airport,Portland
HKA,Blytheville Municipal Airport,Blytheville
HKS,Hawkins Field,Jackson
HKY,Hickory Regional Airport,Hickory
HLB,Batesville Airport,Batesville
HLC,Hill City Municipal Airport,Hill City
HLG,Wheeling Ohio County Airport,Wheeling
HLN,Helena Regional Airport,Helena
HLR,Yoakum-Defrenn Army Heliport,Fort Cavazos (Killeen)
HMN,Holloman Afb Airport,Alamogordo
HMT,Hemet-Ryan Airport,Hemet
HNB,Huntingburg Airport,Huntingburg
HSH,Henderson Executive Airport,Las Vegas
HOB,Lea County Regional Airport,Hobbs
HON,Huron Regional Airport,Huron
HOP,Campbell Army Air Field (Fort Campbell) Airport,Fort Campbell/Hopkinsville
HOT,Memorial Field,Hot Springs
HOU,William P Hobby Airport,Houston
HPN,Westchester County Airport,White Plains
HPT,Hampton Municipal Airport,Hampton
HPY,Baytown Airport,Baytown
HQM,Bowerman Airport,Hoquiam
HES,Hermiston Municipal Airport,Hermiston
HRL,Valley International Airport,Harlingen
HRO,Boone County Airport,Harrison
HSB,Harrisburg-Raleigh Airport,Harrisburg
HNC,Billy Mitchell Airport,Hatteras
THP,Hot Springs County Airport,Thermopolis
HSI,Hastings Municipal Airport,Hastings
HSP,Ingalls Field,Hot Springs
HST,Homestead Arb Airport,Homestead
HSV,Huntsville International-Carl T Jones Field,Huntsville
HTH,Hawthorne Industrial Airport,Hawthorne
HTL,Roscommon County/Blodgett Memorial Airport,Houghton Lake
HTS,Tri-State/Milton J Ferguson Field,Huntington
HTW,Lawrence County Airpark,Chesapeake/Huntington Wva
HUA,Redstone Army Air Field,Redstone Arsnl Huntsville
HUF,Terre Haute Regional Airport,Terre Haute
HUL,Houlton International Airport,Houlton
HUM,Houma-Terrebonne Airport,Houma
HUT,Hutchinson Regional Airport,Hutchinson
HVE,Hanksville Airport,Hanksville
HVN,Tweed/New Haven Airport,New Haven
HVR,Havre City-County Airport,Havre
